post_uri,post_cid,author_handle,author_did,author_display_name,text,created_at,reply_count,repost_count,like_count,quote_count,hashtags,mentions,links,topic_label,query_used,author_topic_type,engagement
at://did:plc:eaxssnsscqcqspj7h4oeuxfj/app.bsky.feed.post/3mnwaqdoqi42j,bafyreihjw7mre5kuqvssgzgjw4nltlwun4rat57w3lhd3ludbygw65jlde,pistacloud.bsky.social,did:plc:eaxssnsscqcqspj7h4oeuxfj,Pista,"FIP SILVER MEDIOLANUM PADEL CUP

Qualifying - Male - 1

M. Quatrana/R. Cavaleri vs A. Feo/M. Di Maggio",2026-06-10 08:03:08.575263+00:00,0,0,0,0,[],[],[],padel,padel,padel_only,0
at://did:plc:2htr6vzopp6mejep7qcpszru/app.bsky.feed.post/3mnwalbn5sv2w,bafyreifkim7boba66rfehbhovlcvcfn3mtlkvjxmdiddz53kwxmepgjxhe,reporterre.net,did:plc:2htr6vzopp6mejep7qcpszru,Reporterre 🌍 | Le média de l'écologie,"Un futur complexe de padel, porté par la SCI familiale de Zidane, va entraîner l'artificialisation d’une parcelle agricole dans l'Aveyron.

Le projet, localement contesté, bénéficie de l'attitude arrangeante de la municipalité.

Lire l'article ➡️ https://l.reporterre.net/qgy",2026-06-10 08:00:04.122000+00:00,1,9,16,1,[],[],['https://l.reporterre.net/qgy'],padel,padel,padel_only,27
at://did:plc:eaxssnsscqcqspj7h4oeuxfj/app.bsky.feed.post/3mnwa4qfegm2n,bafyreicefzhun3cdozwhlcckjbvuwgkjdgwqs7c3kuu2jmp5kc4ay54dd4,pistacloud.bsky.social,did:plc:eaxssnsscqcqspj7h4oeuxfj,Pista,"FIP SILVER MEDIOLANUM PADEL CUP

Qualifying - Male - 1

A. Terzo/N. Pineda vs A. Di Martino/A. Stella",2026-06-10 07:52:10.813740+00:00,0,0,0,0,[],[],[],padel,padel,padel_only,0
at://did:plc:eaxssnsscqcqspj7h4oeuxfj/app.bsky.feed.post/3mnwa4okog42g,bafyreifjgnfuak3trkzyz432g6iarazulnotiaalm2p7tiaocc7fvn3qrq,pistacloud.bsky.social,did:plc:eaxssnsscqcqspj7h4oeuxfj,Pista,"FIP SILVER MEDIOLANUM PADEL CUP

Qualifying - Male - 1

A. Tur Checa/T. Gasparin Santos vs A. Campo/G. Giacalone",2026-06-10 07:52:08.908589+00:00,0,0,0,0,[],[],[],padel,padel,padel_only,0
at://did:plc:eaxssnsscqcqspj7h4oeuxfj/app.bsky.feed.post/3mnwa3s4tf62h,bafyreifgzqtqh4cig7yjlhr4baqo6hglmngwdtncrvqerrd6o2p5xonbre,pistacloud.bsky.social,did:plc:eaxssnsscqcqspj7h4oeuxfj,Pista,"FIP SILVER MEDIOLANUM PADEL CUP

Qualifying - Male - 1

M. Quatrana/R. Cavaleri vs A. Feo/M. Di Maggio",2026-06-10 07:51:39.094039+00:00,0,0,0,0,[],[],[],padel,padel,padel_only,0
at://did:plc:eaxssnsscqcqspj7h4oeuxfj/app.bsky.feed.post/3mnwa3qcb6r2l,bafyreiaed6pao3oql4tdlfromcmtljgjvnkwsnwlwformvh6dysryvrcem,pistacloud.bsky.social,did:plc:eaxssnsscqcqspj7h4oeuxfj,Pista,"FIP SILVER MEDIOLANUM PADEL CUP

Qualifying - Male - 2

I. Corbo/M. Bartusek vs M. Alonso/J. Mazzochi",2026-06-10 07:51:37.344970+00:00,0,0,0,0,[],[],[],padel,padel,padel_only,0
at://did:plc:7gm6utgclnawvcy6vq7jr4se/app.bsky.feed.post/3mnw6uxt3w227,bafyreid2j6pnpiccyozqcr24zsdqpi6qfv5556owfe4wfnmzpkrcavujpm,iiddlacartuja.bsky.social,did:plc:7gm6utgclnawvcy6vq7jr4se,Instalaciones Deportivas Cartuja,"🎾¡Ya puedes reservar tu plaza en nuestra recepción para los próximos cursos de otoño de PÁDEL! Arrancan el 7 de septiembre. ¡Inscripciones abiertas!
Si necesitas más info, reservar tu plaza… pásate por nuestra recepción o llámanos al 600 140 730",2026-06-10 07:29:56.650000+00:00,0,0,0,0,[],[],[],padel,padel,padel_only,0
at://did:plc:eaxssnsscqcqspj7h4oeuxfj/app.bsky.feed.post/3mnw67x4atv2t,bafyreidefyjy3bonwl43xbjrdttobojfmukv66gafnohgigxbprsh5p4u4,pistacloud.bsky.social,did:plc:eaxssnsscqcqspj7h4oeuxfj,Pista,"FIP SILVER MEDIOLANUM PADEL CUP

Qualifying - Male - 1

A. Tur Checa/T. Gasparin Santos vs A. Campo/G. Giacalone",2026-06-10 07:18:11.216659+00:00,0,0,0,0,[],[],[],padel,padel,padel_only,0
at://did:plc:eaxssnsscqcqspj7h4oeuxfj/app.bsky.feed.post/3mnw67wdvfj2l,bafyreidi2n4mc5rmfcl2sptwwictdduwhtwfq37cy6hgwdvrlr73vrh4eu,pistacloud.bsky.social,did:plc:eaxssnsscqcqspj7h4oeuxfj,Pista,"FIP SILVER MEDIOLANUM PADEL CUP

Qualifying - Male - 1

M. Quatrana/R. Cavaleri vs A. Feo/M. Di Maggio",2026-06-10 07:18:10.258346+00:00,0,0,0,0,[],[],[],padel,padel,padel_only,0
at://did:plc:eaxssnsscqcqspj7h4oeuxfj/app.bsky.feed.post/3mnw67v4eps2p,bafyreib5yxew6fvsaqzhrma6cdwx6k6qwmfriscjz4a3cx23yz33sqmbvy,pistacloud.bsky.social,did:plc:eaxssnsscqcqspj7h4oeuxfj,Pista,"FIP SILVER MEDIOLANUM PADEL CUP

Qualifying - Male - 1

A. Terzo/N. Pineda vs A. Di Martino/A. Stella",2026-06-10 07:18:08.945213+00:00,0,0,0,0,[],[],[],padel,padel,padel_only,0
at://did:plc:eaxssnsscqcqspj7h4oeuxfj/app.bsky.feed.post/3mnw67udbdi22,bafyreigozngvk6twsv3gnsnb5q7n7b4b4pkdlbi7bhq5z6e32pgemp35hm,pistacloud.bsky.social,did:plc:eaxssnsscqcqspj7h4oeuxfj,Pista,"FIP SILVER MEDIOLANUM PADEL CUP

Qualifying - Male - 2

I. Corbo/M. Bartusek vs M. Alonso/J. Mazzochi",2026-06-10 07:18:08.123475+00:00,0,0,0,0,[],[],[],padel,padel,padel_only,0
at://did:plc:eaxssnsscqcqspj7h4oeuxfj/app.bsky.feed.post/3mnw5f55gyb2l,bafyreid5zwsbs4kwxaqb34uu2p3jdsqeprvfh3d33zhwugrgqkoulksez4,pistacloud.bsky.social,did:plc:eaxssnsscqcqspj7h4oeuxfj,Pista,"FIP SILVER MEDIOLANUM PADEL CUP

Qualifying - Male - 1

M. Quatrana/R. Cavaleri vs A. Feo/M. Di Maggio",2026-06-10 07:03:11.416845+00:00,0,0,0,0,[],[],[],padel,padel,padel_only,0
at://did:plc:eaxssnsscqcqspj7h4oeuxfj/app.bsky.feed.post/3mnw5f4kmfy2j,bafyreice42uhhenuck7nvx3ujx4m7uliptf5r4spd7w6pnwz5a3ce5swky,pistacloud.bsky.social,did:plc:eaxssnsscqcqspj7h4oeuxfj,Pista,"FIP SILVER MEDIOLANUM PADEL CUP

Qualifying - Male - 1

A. Terzo/N. Pineda vs A. Di Martino/A. Stella",2026-06-10 07:03:10.782707+00:00,0,0,0,0,[],[],[],padel,padel,padel_only,0
at://did:plc:eaxssnsscqcqspj7h4oeuxfj/app.bsky.feed.post/3mnw5f3qt7u2g,bafyreifaq3bgh67g45omk2pbnnpv2cvif2qrmgqd7xkssbmiipaf3txqyi,pistacloud.bsky.social,did:plc:eaxssnsscqcqspj7h4oeuxfj,Pista,"FIP SILVER MEDIOLANUM PADEL CUP

Qualifying - Male - 1

A. Tur Checa/T. Gasparin Santos vs A. Campo/G. Giacalone",2026-06-10 07:03:09.954142+00:00,0,0,0,0,[],[],[],padel,padel,padel_only,0
at://did:plc:eaxssnsscqcqspj7h4oeuxfj/app.bsky.feed.post/3mnw5f27qwr2l,bafyreigm2eykuirhapgwxgq3cetwxsbvzm3ydg44ohzjutwwudrsjqcsyy,pistacloud.bsky.social,did:plc:eaxssnsscqcqspj7h4oeuxfj,Pista,"FIP SILVER MEDIOLANUM PADEL CUP

Qualifying - Male - 2

I. Corbo/M. Bartusek vs M. Alonso/J. Mazzochi",2026-06-10 07:03:08.328030+00:00,0,0,0,0,[],[],[],padel,padel,padel_only,0
at://did:plc:eaxssnsscqcqspj7h4oeuxfj/app.bsky.feed.post/3mnw4wsogc226,bafyreifr7g6svp7d4ugsqgwgn2mvkvrz4sygk4y55tzbq2tiuvpfzhykey,pistacloud.bsky.social,did:plc:eaxssnsscqcqspj7h4oeuxfj,Pista,"FIP SILVER MEDIOLANUM PADEL CUP

Qualifying - Male - 1

A. Terzo/N. Pineda vs A. Di Martino/A. Stella",2026-06-10 06:55:10.841866+00:00,0,0,0,0,[],[],[],padel,padel,padel_only,0
at://did:plc:eaxssnsscqcqspj7h4oeuxfj/app.bsky.feed.post/3mnw4wrzhpw22,bafyreibokhmpcirpixmojm5svw2xzfeicxz6nboo3djvphjl4gfilhkpua,pistacloud.bsky.social,did:plc:eaxssnsscqcqspj7h4oeuxfj,Pista,"FIP SILVER MEDIOLANUM PADEL CUP

Qualifying - Male - 1

M. Quatrana/R. Cavaleri vs A. Feo/M. Di Maggio",2026-06-10 06:55:09.986750+00:00,0,0,0,0,[],[],[],padel,padel,padel_only,0
at://did:plc:eaxssnsscqcqspj7h4oeuxfj/app.bsky.feed.post/3mnw4vs5pks2p,bafyreihl6zoet35brwwe5wacukyho4c3hlyafubrf5rho7lexqwcgyxuvq,pistacloud.bsky.social,did:plc:eaxssnsscqcqspj7h4oeuxfj,Pista,"FIP SILVER MEDIOLANUM PADEL CUP

Qualifying - Male - 2

I. Corbo/M. Bartusek vs M. Alonso/J. Mazzochi",2026-06-10 06:54:36.739423+00:00,0,0,0,0,[],[],[],padel,padel,padel_only,0
at://did:plc:eaxssnsscqcqspj7h4oeuxfj/app.bsky.feed.post/3mnw4vrlcut2t,bafyreic4bw4kmy2c2upneo2w4prdfsbsgph6s25dncf7ae3dpi5pv373ku,pistacloud.bsky.social,did:plc:eaxssnsscqcqspj7h4oeuxfj,Pista,"FIP SILVER MEDIOLANUM PADEL CUP

Qualifying - Male - 1

A. Tur Checa/T. Gasparin Santos vs A. Campo/G. Giacalone",2026-06-10 06:54:35.968116+00:00,0,0,0,0,[],[],[],padel,padel,padel_only,0
at://did:plc:eaxssnsscqcqspj7h4oeuxfj/app.bsky.feed.post/3mnw4kcukxo2v,bafyreicvpkserpfgil7khlrunwmjofjum3qygzzz6mo7gdikyc4igekglq,pistacloud.bsky.social,did:plc:eaxssnsscqcqspj7h4oeuxfj,Pista,"FIP SILVER MEDIOLANUM PADEL CUP

Qualifying - Male - 1

A. Terzo/N. Pineda vs A. Di Martino/A. Stella",2026-06-10 06:48:11.436760+00:00,0,0,0,0,[],[],[],padel,padel,padel_only,0
at://did:plc:eaxssnsscqcqspj7h4oeuxfj/app.bsky.feed.post/3mnw4kbuohg2v,bafyreide4rhftxks6d46hi2ljhzmcui724qg7lnxrm62xrp4hfnq6r4mia,pistacloud.bsky.social,did:plc:eaxssnsscqcqspj7h4oeuxfj,Pista,"FIP SILVER MEDIOLANUM PADEL CUP

Qualifying - Male - 1

M. Quatrana/R. Cavaleri vs A. Feo/M. Di Maggio",2026-06-10 06:48:10.561139+00:00,0,0,0,0,[],[],[],padel,padel,padel_only,0
at://did:plc:eaxssnsscqcqspj7h4oeuxfj/app.bsky.feed.post/3mnw4kapwul2t,bafyreidlsikmntdyocsm3krabbwbqxnr65przngwqrttjvvuv7czl7qj5m,pistacloud.bsky.social,did:plc:eaxssnsscqcqspj7h4oeuxfj,Pista,"FIP SILVER MEDIOLANUM PADEL CUP

Qualifying - Male - 1

A. Tur Checa/T. Gasparin Santos vs A. Campo/G. Giacalone",2026-06-10 06:48:09.174638+00:00,0,0,0,0,[],[],[],padel,padel,padel_only,0
at://did:plc:eaxssnsscqcqspj7h4oeuxfj/app.bsky.feed.post/3mnw4k7u6qn2d,bafyreibofhmsovzpeczc62iccxqonob6bkul4c2fsiootjml43birezbnu,pistacloud.bsky.social,did:plc:eaxssnsscqcqspj7h4oeuxfj,Pista,"FIP SILVER MEDIOLANUM PADEL CUP

Qualifying - Male - 2

I. Corbo/M. Bartusek vs M. Alonso/J. Mazzochi",2026-06-10 06:48:08.255227+00:00,0,0,0,0,[],[],[],padel,padel,padel_only,0
at://did:plc:eaxssnsscqcqspj7h4oeuxfj/app.bsky.feed.post/3mnw3piipcc2p,bafyreigooa2sujvly7b3tqndnsobmnjnyue2dxefzrimcfj4ghmluy46uy,pistacloud.bsky.social,did:plc:eaxssnsscqcqspj7h4oeuxfj,Pista,"FIP SILVER MEDIOLANUM PADEL CUP

Qualifying - Male - 1

M. Quatrana/R. Cavaleri vs A. Feo/M. Di Maggio",2026-06-10 06:33:11.369982+00:00,0,0,0,0,[],[],[],padel,padel,padel_only,0
at://did:plc:eaxssnsscqcqspj7h4oeuxfj/app.bsky.feed.post/3mnw3phuq4p2j,bafyreicfweqp4i6vufztusk3ypxxtkbqiuxn2v5jjffmegoce5fgyzxacm,pistacloud.bsky.social,did:plc:eaxssnsscqcqspj7h4oeuxfj,Pista,"FIP SILVER MEDIOLANUM PADEL CUP

Qualifying - Male - 2

I. Corbo/M. Bartusek vs M. Alonso/J. Mazzochi",2026-06-10 06:33:10.697590+00:00,0,0,0,0,[],[],[],padel,padel,padel_only,0
at://did:plc:eaxssnsscqcqspj7h4oeuxfj/app.bsky.feed.post/3mnw3pgxk4k27,bafyreifvxosrrikagdcd2n4sz37nmuihdl4dqq72bu6ud6hyb5zswzh6xi,pistacloud.bsky.social,did:plc:eaxssnsscqcqspj7h4oeuxfj,Pista,"FIP SILVER MEDIOLANUM PADEL CUP

Qualifying - Male - 1

A. Terzo/N. Pineda vs A. Di Martino/A. Stella",2026-06-10 06:33:09.927303+00:00,0,0,0,0,[],[],[],padel,padel,padel_only,0
at://did:plc:eaxssnsscqcqspj7h4oeuxfj/app.bsky.feed.post/3mnw3pgcysz26,bafyreicm6uzniv4mdzv7qmvp4ru7mayd4id534aviamrqxdttnwelcyqtq,pistacloud.bsky.social,did:plc:eaxssnsscqcqspj7h4oeuxfj,Pista,"FIP SILVER MEDIOLANUM PADEL CUP

Qualifying - Male - 1

A. Tur Checa/T. Gasparin Santos vs A. Campo/G. Giacalone",2026-06-10 06:33:09.068948+00:00,0,0,0,0,[],[],[],padel,padel,padel_only,0
at://did:plc:eaxssnsscqcqspj7h4oeuxfj/app.bsky.feed.post/3mnw37eqogb2l,bafyreicrdbieuxw3ummumwscptw7t5dhfl47eixosur3wdhf4fhkblu7ne,pistacloud.bsky.social,did:plc:eaxssnsscqcqspj7h4oeuxfj,Pista,"FIP SILVER MEDIOLANUM PADEL CUP

Qualifying - Male - 1

M. Quatrana/R. Cavaleri vs A. Feo/M. Di Maggio",2026-06-10 06:24:10.565309+00:00,0,0,0,0,[],[],[],padel,padel,padel_only,0
at://did:plc:eaxssnsscqcqspj7h4oeuxfj/app.bsky.feed.post/3mnw37e3xck2p,bafyreifyl3dp7hweif7d7uwxdv4g2dbxvewcur2ls5ubca5ytvkcfy566m,pistacloud.bsky.social,did:plc:eaxssnsscqcqspj7h4oeuxfj,Pista,"FIP SILVER MEDIOLANUM PADEL CUP

Qualifying - Male - 1

A. Terzo/N. Pineda vs A. Di Martino/A. Stella",2026-06-10 06:24:09.883299+00:00,0,0,0,0,[],[],[],padel,padel,padel_only,0
at://did:plc:eaxssnsscqcqspj7h4oeuxfj/app.bsky.feed.post/3mnw36cvrfg22,bafyreiaj2h6wvyksatkiqlmpuhdfyhciiebeydroa727z6miow3f3lg4pe,pistacloud.bsky.social,did:plc:eaxssnsscqcqspj7h4oeuxfj,Pista,"FIP SILVER MEDIOLANUM PADEL CUP

Qualifying - Male - 1

A. Tur Checa/T. Gasparin Santos vs A. Campo/G. Giacalone",2026-06-10 06:23:35.057650+00:00,0,0,0,0,[],[],[],padel,padel,padel_only,0
at://did:plc:eaxssnsscqcqspj7h4oeuxfj/app.bsky.feed.post/3mnw36527tv2d,bafyreidhh5orxiaz4ph375tycryjdmps2mw36zodnur7dnpwhodeq2y2ta,pistacloud.bsky.social,did:plc:eaxssnsscqcqspj7h4oeuxfj,Pista,"FIP SILVER MEDIOLANUM PADEL CUP

Qualifying - Male - 2

I. Corbo/M. Bartusek vs M. Alonso/J. Mazzochi",2026-06-10 06:23:28.935372+00:00,0,0,0,0,[],[],[],padel,padel,padel_only,0
at://did:plc:eaxssnsscqcqspj7h4oeuxfj/app.bsky.feed.post/3mnw2unud5u2g,bafyreig45peoc2xo53ttlvp33wbealkykav6jcmqgdcwlxcv5cnp5ghpie,pistacloud.bsky.social,did:plc:eaxssnsscqcqspj7h4oeuxfj,Pista,"FIP SILVER MEDIOLANUM PADEL CUP

Qualifying - Male - 2

I. Corbo/M. Bartusek vs M. Alonso/J. Mazzochi",2026-06-10 06:18:11.186405+00:00,0,0,0,0,[],[],[],padel,padel,padel_only,0
at://did:plc:eaxssnsscqcqspj7h4oeuxfj/app.bsky.feed.post/3mnw2umo4ll2n,bafyreigmfsgg2mp5pvqmnczjpcy7wrw4odjqoi3h3eq2rsjsedhpeezalq,pistacloud.bsky.social,did:plc:eaxssnsscqcqspj7h4oeuxfj,Pista,"FIP SILVER MEDIOLANUM PADEL CUP

Qualifying - Male - 1

A. Tur Checa/T. Gasparin Santos vs A. Campo/G. Giacalone",2026-06-10 06:18:09.772016+00:00,0,0,0,0,[],[],[],padel,padel,padel_only,0
at://did:plc:eaxssnsscqcqspj7h4oeuxfj/app.bsky.feed.post/3mnw2ulqxxt2n,bafyreielo7xwydpdh3hssdvrp7cctlo76qh47armjpqydudtnqmuggklza,pistacloud.bsky.social,did:plc:eaxssnsscqcqspj7h4oeuxfj,Pista,"FIP SILVER MEDIOLANUM PADEL CUP

Qualifying - Male - 1

A. Terzo/N. Pineda vs A. Di Martino/A. Stella",2026-06-10 06:18:08.819658+00:00,0,0,0,0,[],[],[],padel,padel,padel_only,0
at://did:plc:eaxssnsscqcqspj7h4oeuxfj/app.bsky.feed.post/3mnw2ukwl5s2p,bafyreidoiaukoqrx64ofryj43xrn4f7f4is6jof7viwmpv4kevdmdneoha,pistacloud.bsky.social,did:plc:eaxssnsscqcqspj7h4oeuxfj,Pista,"FIP SILVER MEDIOLANUM PADEL CUP

Qualifying - Male - 1

M. Quatrana/R. Cavaleri vs A. Feo/M. Di Maggio",2026-06-10 06:18:07.952483+00:00,0,0,0,0,[],[],[],padel,padel,padel_only,0
at://did:plc:chdvqiidiammex3672g7baii/app.bsky.feed.post/3mnw255unxg2a,bafyreif6bp5izoaedzzaevimh73o46axutcjdxsell2v6sljiziebhx7uy,tesmagazine.bsky.social,did:plc:chdvqiidiammex3672g7baii,Tes magazine,"Schools could look to ‘self-fund’ building works through ‘creative’ uses of their site - such as installing padel courts - instead of waiting for public funding, the former head of the DfE’s property company says",2026-06-10 06:05:01.166000+00:00,0,0,0,0,[],[],[],padel,padel,padel_only,0
at://did:plc:eaxssnsscqcqspj7h4oeuxfj/app.bsky.feed.post/3mnvzztb5yi2n,bafyreibg6q3ccrz2rba6w7olybrlxuubipgikfofio27kplhghso75cmvi,pistacloud.bsky.social,did:plc:eaxssnsscqcqspj7h4oeuxfj,Pista,"FIP SILVER MEDIOLANUM PADEL CUP

Qualifying - Male - 1

A. Terzo/N. Pineda vs A. Di Martino/A. Stella",2026-06-10 06:03:10.715233+00:00,0,0,0,0,[],[],[],padel,padel,padel_only,0
at://did:plc:eaxssnsscqcqspj7h4oeuxfj/app.bsky.feed.post/3mnvzzshuga2n,bafyreiav7sbgpovc2fjsmsuqloedtl6qkg3l4uqpudsmq5wvgwtq4wkk6e,pistacloud.bsky.social,did:plc:eaxssnsscqcqspj7h4oeuxfj,Pista,"FIP SILVER MEDIOLANUM PADEL CUP

Qualifying - Male - 1

A. Tur Checa/T. Gasparin Santos vs A. Campo/G. Giacalone",2026-06-10 06:03:09.887124+00:00,0,0,0,0,[],[],[],padel,padel,padel_only,0
at://did:plc:eaxssnsscqcqspj7h4oeuxfj/app.bsky.feed.post/3mnvzzrm7qg2j,bafyreiee3wdbtmty7x4qcgzsv57gi7qlijf4smdug37cuho2vonnd4em4q,pistacloud.bsky.social,did:plc:eaxssnsscqcqspj7h4oeuxfj,Pista,"FIP SILVER MEDIOLANUM PADEL CUP

Qualifying - Male - 2

I. Corbo/M. Bartusek vs M. Alonso/J. Mazzochi",2026-06-10 06:03:08.964098+00:00,0,0,0,0,[],[],[],padel,padel,padel_only,0
at://did:plc:eaxssnsscqcqspj7h4oeuxfj/app.bsky.feed.post/3mnvzzqu5a62j,bafyreibv6w5rq6mb2dyf3f5dtvmvwdcuudwukwr6g2hgpapng5xjtwe5ei,pistacloud.bsky.social,did:plc:eaxssnsscqcqspj7h4oeuxfj,Pista,"FIP SILVER MEDIOLANUM PADEL CUP

Qualifying - Male - 1

M. Quatrana/R. Cavaleri vs A. Feo/M. Di Maggio",2026-06-10 06:03:08.194476+00:00,0,0,0,0,[],[],[],padel,padel,padel_only,0
at://did:plc:eaxssnsscqcqspj7h4oeuxfj/app.bsky.feed.post/3mnvzjqlpsz2h,bafyreickukcvdhlcv7wzo63qelnkspjdewdgdgnpoclpweuydh4n77g4ya,pistacloud.bsky.social,did:plc:eaxssnsscqcqspj7h4oeuxfj,Pista,"FIP SILVER MEDIOLANUM PADEL CUP

Qualifying - Male - 1

A. Terzo/N. Pineda vs A. Di Martino/A. Stella",2026-06-10 05:54:11.215910+00:00,0,0,0,0,[],[],[],padel,padel,padel_only,0
at://did:plc:eaxssnsscqcqspj7h4oeuxfj/app.bsky.feed.post/3mnvzjpxzpe2r,bafyreig6ooqlnzdrlhxt6viulyjah2vtc2y5myxetajtgrzjj347yuncby,pistacloud.bsky.social,did:plc:eaxssnsscqcqspj7h4oeuxfj,Pista,"FIP SILVER MEDIOLANUM PADEL CUP

Qualifying - Male - 1

M. Quatrana/R. Cavaleri vs A. Feo/M. Di Maggio",2026-06-10 05:54:10.386796+00:00,0,0,0,0,[],[],[],padel,padel,padel_only,0
